0 "CWE-79" 42
1 "CWE-20" 28
2 "CWE-89" 31
3 "CWE-22" 29
4 "CWE-787" 23
5 "CWE-125" 30 
6 "CWE-352" 25
7 "CWE-416" 16
8 "CWE-190" 18
9 "CWE-78"  10
