0 "CWE-79" 78
1 "CWE-20" 68
2 "CWE-89" 71
3 "CWE-22" 73
4 "CWE-787" 72
5 "CWE-125" 63 
6 "CWE-352" 65
7 "CWE-416" 58
8 "CWE-190" 50
9 "CWE-78"  55
